"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60201300001453","Nodes","1453","21.000000","28.682918","DDS demands","Known Flow","316923.227393","691411.340349","","0.000000","","","","","","-3.029999","","","","-2.709480","-3.029999","","","","","","","","D1 PROFILE","","",""
"60201300000499","Nodes","499","21.000000","26.645806","DDS demands","Known Flow","316829.727368","691439.215356","","0.000000","","","","","","-9.779999","","","","-8.745450","-9.779999","","","","","","","","D1 PROFILE","","",""
"60201300000519","Nodes","519","21.000000","25.936144","DDS demands","Known Flow","316832.852369","691472.715366","","0.000000","","","","","","-10.300000","","","","-9.210445","-10.300000","","","","","","","","D1 PROFILE","","",""
"60201300000479","Nodes","479","21.000000","26.478138","DDS demands","Known Flow","316858.477376","691421.840352","","0.000000","","","","","","-3.119999","","","","-2.789959","-3.119999","","","","","","","","D1 PROFILE","","",""
"60201300001449","Nodes","1449","21.000000","25.847124","Default Known Flow Node","Known Flow","316821.852366","691495.215372","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000512","Nodes","512","21.000000","26.145197","Default Known Flow Node","Known Flow","316817.227365","691464.590363","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000063","Nodes","63","21.000000","26.120164","DDS demands","Known Flow","316815.852364","691466.965364","","0.000000","","","","","","-13.729999","","","","-12.277611","-13.729999","","","","","","","","D1 PROFILE","","",""
"60201300001448","Nodes","1448","21.000000","27.245472","DDS demands","Known Flow","316887.506230","691469.109595","","0.000000","","","","","","-1.559999","","","","-1.394979","-1.559999","","","","","","","","D1 PROFILE","","",""
"60201355600176","Nodes","55600176","21.000000","27.245472","Default Known Flow Node","Known Flow","316888.852384","691467.090364","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001454","Nodes","1454","21.000000","28.671082","DDS demands","Known Flow","316922.951601","691417.322274","","0.000000","","","","","","-0.699999","","","","-0.625952","-0.699999","","","","","","","","D1 PROFILE","","",""
"60201355600135","Nodes","55600135","21.000000","28.671082","Default Known Flow Node","Known Flow","316923.727393","691416.215350","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001455","Nodes","1455","21.000000","28.302178","Default Known Flow Node","Known Flow","316944.727399","691422.340352","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600512","Nodes","55600512","21.000000","27.882058","DDS demands","Known Flow","316962.977404","691387.715342","","0.000000","","","","","","-8.749999","","","","-7.824406","-8.749999","","","","","","","","D1 PROFILE","","",""
"60201300000070","Nodes","70","21.000000","32.886270","DDS demands","Known Flow","316798.977360","691258.715307","","0.000000","-0.980000","","","","","-7.129999","","","","-7.252107","-8.109999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201300000069","Nodes","69","21.000000","35.057110","DDS demands","Known Flow","316848.977373","691209.965294","","0.000000","","","","","","-13.780000","","","","-12.322322","-13.780000","","","","","","","","D1 PROFILE","","",""
"60201300000068","Nodes","68","21.000000","35.055844","DDS demands","Known Flow","316896.102386","691210.215294","","0.000000","","","","","","-2.789999","","","","-2.494867","-2.789999","","","","","","","","D1 PROFILE","","",""
"60201300000067","Nodes","67","21.000000","34.802184","DDS demands","Known Flow","316943.727399","691228.340299","","0.000000","","","","","","-6.370000","","","","-5.696168","-6.370000","","","","","","","","D1 PROFILE","","",""
"60201300000495","Nodes","495","21.000000","35.072603","DDS demands","Known Flow","316830.727368","691209.215294","","0.000000","","","","","","-14.120000","","","","-12.626357","-14.120000","","","","","","","","D1 PROFILE","","",""
"60201300001445","Nodes","1445","21.000000","35.177114","Default Known Flow Node","Known Flow","316805.227361","691208.215294","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001446","Nodes","1446","21.000000","35.177114","Default Known Flow Node","Known Flow","316768.477351","691213.215295","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000493","Nodes","493","21.000000","35.296141","DDS demands","Known Flow","316763.602350","691181.965286","","0.000000","","","","","","-7.979999","","","","-7.135858","-7.979999","","","","","","","","D1 PROFILE","","",""
"60201300000614","Nodes","614","21.000000","35.657719","DDS demands","Known Flow","316778.602354","691162.465281","","0.000000","","","","","","-12.170000","","","","-10.882632","-12.170000","","","","","","","","D1 PROFILE","","",""
"60201300001254","Nodes","1254","21.000000","35.657473","DDS demands","Known Flow","316822.352366","691101.840265","","0.000000","","","","","","-0.660000","","","","-0.590183","-0.660000","","","","","","","","D1 PROFILE","","",""
"60201300000603","Nodes","603","21.000000","36.114641","DDS demands","Known Flow","316692.727331","691116.215269","","0.000000","","","","","","-11.740000","","","","-10.498118","-11.740000","","","","","","","","D1 PROFILE","","",""
"60201355600090","Nodes","55600090","21.000000","36.920705","DDS demands","Known Flow","316526.977286","691184.965287","","0.000000","","-47.149999","","","","","","","","-42.162375","-47.149999","","","","C2 PROFILE","","","","","","",""
"60201355600145","Nodes","55600145","21.000000","33.566909","DDS demands","Known Flow","316606.102307","691459.340362","","0.000000","","-6.000000","","-6.059999","","","","","","-10.784267","-12.059999","","","","C2 PROFILE","","C4 PROFILE","","","","",""
"60201300001412","Nodes","1412","21.000000","26.433262","DDS demands","Known Flow","317017.227419","691410.590349","","0.000000","","-23.540001","","","","","","","","-21.049891","-23.540001","","","","C2 PROFILE","","","","","","",""
"60201300000504","Nodes","504","21.000000","27.727722","DDS demands","Known Flow","317034.977424","691259.465308","","0.000000","","","","","","-7.510000","","","","-6.715576","-7.510000","","","","","","","","D1 PROFILE","","",""
"60201300000066","Nodes","66","21.000000","27.770799","DDS demands","Known Flow","316996.227413","691244.090303","","0.000000","","","","","","-3.790000","","","","-3.389085","-3.790000","","","","","","","","D1 PROFILE","","",""
"60201300001535","Nodes","1535","21.000000","36.217335","DDS demands","Known Flow","315252.226939","691990.090506","","0.000000","","","","","","-1.649999","","","","-1.475459","-1.649999","","","","","","","","D1 PROFILE","","",""
"60201300001366","Nodes","1366","21.000000","36.648720","DDS demands","Known Flow","315317.976957","691819.215460","","0.000000","","","","","","-5.719999","","","","-5.114926","-5.719999","","","","","","","","D1 PROFILE","","",""
"60201300000264","Nodes","264","21.000000","36.851845","DDS demands","Known Flow","315352.476966","691752.590442","","0.000000","","","","","","-17.209999","","","","-15.389490","-17.209999","","","","","","","","D1 PROFILE","","",""
"60201355600413","Nodes","55600413","21.000000","36.856694","Default Known Flow Node","Known Flow","315354.101966","691753.715442","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600133","Nodes","55600133","21.000000","37.472513","Default Known Flow Node","Known Flow","315221.476930","691536.715383","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600395","Nodes","55600395","21.000000","37.428458","Default Known Flow Node","Known Flow","315209.601927","691579.090394","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600208","Nodes","55600208","21.000000","36.835303","Default Known Flow Node","Known Flow","315307.976954","691768.590446","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600415","Nodes","55600415","21.000000","36.659331","Default Known Flow Node","Known Flow","315330.976960","691775.715448","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600401","Nodes","55600401","21.000000","37.204777","Default Known Flow Node","Known Flow","315319.101957","691659.590416","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600400","Nodes","55600400","21.000000","37.160783","Default Known Flow Node","Known Flow","315331.476960","691628.715408","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600209","Nodes","55600209","21.000000","37.249978","Default Known Flow Node","Known Flow","315469.601998","691821.215460","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001429","Nodes","1429","21.000000","37.249978","Default Known Flow Node","Known Flow","315469.976998","691819.965460","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000265","Nodes","265","21.000000","37.206996","DDS demands","Known Flow","315470.476998","691823.465461","","0.000000","","","","","","-16.959999","","","","-15.165934","-16.959999","","","","","","","","D1 PROFILE","","",""
"60201300000266","Nodes","266","21.000000","37.217557","DDS demands","Known Flow","315490.352003","691781.715450","","0.000000","","","","","","-17.979999","","","","-16.078037","-17.979999","","","","","","","","D1 PROFILE","","",""
"60201355600412","Nodes","55600412","21.000000","37.346508","DDS demands","Known Flow","315489.225927","691739.704557","","0.000000","","","","","","-17.419999","","","","-15.577275","-17.419999","","","","","","","","D1 PROFILE","","",""
"60201355600191","Nodes","55600191","21.000000","36.648720","Default Known Flow Node","Known Flow","315293.476950","691811.590458","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000258","Nodes","258","21.000000","36.528555","DDS demands","Known Flow","315225.476931","691560.965390","","0.000000","","","","","","","","","-24.180000","-21.622188","-24.180000","","","","","","","","","","","I2 PROFILE"
"60201355600407","Nodes","55600407","21.000000","37.159045","Default Known Flow Node","Known Flow","315351.729698","691691.212708","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600171","Nodes","55600171","21.000000","37.159045","Default Known Flow Node","Known Flow","315352.726966","691692.215425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600405","Nodes","55600405","21.000000","37.221342","Default Known Flow Node","Known Flow","315363.351969","691670.090419","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600186","Nodes","55600186","21.000000","37.221342","Default Known Flow Node","Known Flow","315364.101969","691668.465419","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600411","Nodes","55600411","21.000000","37.043713","Default Known Flow Node","Known Flow","315462.976996","691725.715434","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600409","Nodes","55600409","21.000000","37.087637","DDS demands","Known Flow","315485.227002","691724.965434","","0.000000","","","","","","-3.459999","","","","-3.093993","-3.459999","","","","","","","","D1 PROFILE","","",""
"60201355600410","Nodes","55600410","21.000000","37.087637","Default Known Flow Node","Known Flow","315487.352003","691724.965434","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000273","Nodes","273","21.000000","38.392807","DDS demands","Known Flow","315591.727031","691562.340390","","0.000000","","","","","","-14.560000","","","","-13.019812","-14.560000","","","","","","","","D1 PROFILE","","",""
"60201300000276","Nodes","276","21.000000","34.938248","DDS demands","Known Flow","315621.357138","691861.826546","","0.000000","","","","","","-13.829999","","","","-12.367033","-13.829999","","","","","","","","D1 PROFILE","","",""
"60201300000267","Nodes","267","21.000000","37.257573","DDS demands","Known Flow","315530.727014","691781.465450","","0.000000","","","","","","-6.530000","","","","-5.839243","-6.530000","","","","","","","","D1 PROFILE","","",""
"60201300001420","Nodes","1420","21.000000","34.317899","DDS demands","Known Flow","315687.102057","691892.715480","","0.000000","-4.019999","","","","","-2.059999","","","","-5.436844","-6.079999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201355600421","Nodes","55600421","21.000000","34.318682","Default Known Flow Node","Known Flow","315688.727057","691893.590480","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600396","Nodes","55600396","21.000000","38.479409","DDS demands","Known Flow","315714.727065","691587.715397","","0.000000","","","","","","-13.709999","","","","-12.259727","-13.709999","","","","","","","","D1 PROFILE","","",""
"60201300001422","Nodes","1422","21.000000","31.653023","DDS demands","Known Flow","315748.852074","691807.465457","","0.000000","","","","","","-8.090000","","","","-7.234223","-8.090000","","","","","","","","D1 PROFILE","","",""
"60201355600416","Nodes","55600416","21.000000","32.937481","DDS demands","Known Flow","315815.567714","691941.903632","","0.000000","","","","","","-12.289999","","","","-10.989937","-12.289999","","","","","","","","D1 PROFILE","","",""
"60201300001179","Nodes","1179","21.000000","34.802710","DDS demands","Known Flow","315637.477043","691866.465473","","0.000000","","","","","","-4.369999","","","","-3.907732","-4.369999","","","","","","","","D1 PROFILE","","",""
"60201355600122","Nodes","55600122","21.000000","34.938248","Default Known Flow Node","Known Flow","315623.102040","691862.465472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001421","Nodes","1421","21.000000","31.777466","DDS demands","Known Flow","315735.852070","691848.840468","","0.000000","","","","","","-3.390000","","","","-3.031398","-3.390000","","","","","","","","D1 PROFILE","","",""
"60201300001424","Nodes","1424","21.000000","31.181273","DDS demands","Known Flow","315796.352087","691866.090473","","0.000000","","","","","","-20.679999","","","","-18.492425","-20.679999","","","","","","","","D1 PROFILE","","",""
"60201300001425","Nodes","1425","21.000000","29.956839","DDS demands","Known Flow","315884.352111","691890.715479","","0.000000","","","","","","-16.370001","","","","-14.638348","-16.370001","","","","","","","","D1 PROFILE","","",""
"60201300001419","Nodes","1419","21.000000","33.067873","DDS demands","Known Flow","315723.477067","691906.965484","","0.000000","","","","","","-19.700000","","","","-17.616093","-19.700000","","","","","","","","D1 PROFILE","","",""
"60201355600422","Nodes","55600422","21.000000","32.830741","Default Known Flow Node","Known Flow","315720.977066","691896.840481","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000285","Nodes","285","21.000000","33.105741","DDS demands","Known Flow","315911.977118","691962.715499","","0.000000","","","","","","-13.669999","","","","-12.223958","-13.669999","","","","","","","","D1 PROFILE","","",""
"60201355600403","Nodes","55600403","21.000000","37.333275","DDS demands","Known Flow","315531.482897","691661.916888","","0.000000","","","","","","-11.680000","","","","-10.444465","-11.680000","","","","","","","","D1 PROFILE","","",""
"60201300001489","Nodes","1489","21.000000","37.832863","DDS demands","Known Flow","315626.227040","691655.090415","","0.000000","","","","","","-16.159999","","","","-14.450561","-16.159999","","","","","","","","D1 PROFILE","","",""
"60201355600115","Nodes","55600115","21.000000","37.289373","Default Known Flow Node","Known Flow","315532.477015","691681.840422","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000280","Nodes","280","21.000000","38.004426","DDS demands","Known Flow","315703.477061","691720.090433","","0.000000","","","","","","-5.550000","","","","-4.962909","-5.550000","","","","","","","","D1 PROFILE","","",""
"60201355600417","Nodes","55600417","21.000000","31.685668","Default Known Flow Node","Known Flow","315745.102073","691818.215460","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001423","Nodes","1423","21.000000","30.538994","DDS demands","Known Flow","315867.602106","691811.090458","","0.000000","","","","","","-10.710000","","","","-9.577073","-10.710000","","","","","","","","D1 PROFILE","","",""
"60201300001184","Nodes","1184","21.000000","38.588893","DDS demands","Known Flow","315959.352131","691777.215448","","0.000000","","","","","","-11.899999","","","","-10.641192","-11.899999","","","","","","","","D1 PROFILE","","",""
"60201300000332","Nodes","P06110189 - ESN2504, Taylor Avenue, 11.10","22.999998","38.836303","CSEP DDS Matched","Known Flow","316084.352165","691824.715461","","0.000000","","","","","","-11.669999","-11.100000","","","-20.361342","-22.769999","","","","","","","","D1 PROFILE","DC PROFILE","",""
"60201300001252","Nodes","1252","21.000000","31.858859","DDS demands","Known Flow","316177.602190","691906.090483","","0.000000","","","","","","-13.170000","","","","-11.776849","-13.170000","","","","","","","","D1 PROFILE","","",""
"60201355600569","Nodes","55600569","21.000000","32.119921","Default Known Flow Node","Known Flow","316206.977198","691915.590486","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600566","Nodes","55600566","21.000000","32.119921","Default Known Flow Node","Known Flow","316211.977200","691906.590484","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600223","Nodes","55600223","21.000000","39.106771","Default Known Flow Node","Known Flow","316218.227202","691864.965472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000333","Nodes","333","21.000000","39.106771","DDS demands","Known Flow","316217.602201","691867.215473","","0.000000","-4.679999","","","","","-10.119999","","","","-13.234424","-14.799999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201355600583","Nodes","55600583","21.000000","32.821385","Default Known Flow Node","Known Flow","316330.352232","691954.465497","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001372","Nodes","1372","21.000000","40.020195","DDS demands","Known Flow","316365.102241","691836.340464","","0.000000","-3.619999","","","","","-6.949999","","","","-9.451883","-10.569999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201355600593","Nodes","55600593","21.000000","30.559756","DDS demands","Known Flow","316416.227255","691987.715506","","0.000000","-4.130000","","","","","-1.150000","","","","-4.721470","-5.280000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201300001253","Nodes","1253","21.000000","32.021467","DDS demands","Known Flow","316381.102246","691976.590503","","0.000000","","","","","","-15.359999","","","","-13.735186","-15.359999","","","","","","","","D1 PROFILE","","",""
"60201355600320","Nodes","55600320","21.000000","41.188413","Default Known Flow Node","Known Flow","316459.852267","691717.590432","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600543","Nodes","55600543","21.000000","41.188413","Default Known Flow Node","Known Flow","316460.977268","691717.340432","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600190","Nodes","55600190","21.000000","41.195683","Default Known Flow Node","Known Flow","316462.727268","691716.215432","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001542","Nodes","1542","21.000000","41.195683","Default Known Flow Node","Known Flow","316462.352268","691717.590432","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000347","Nodes","347","21.000000","40.204781","Default Known Flow Node","Known Flow","316259.602213","691772.090447","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000351","Nodes","Low Point, GAGARIN WAY, ID: 2099","21.000000","25.195905","Low Point","Known Flow","317171.852461","692727.090707","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000091","Nodes","91","21.000000","40.116918","DDS demands","Known Flow","316249.227210","691770.215447","","0.000000","-5.389999","","","","","-5.019999","","","","-9.308808","-10.410000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201300001394","Nodes","1394","21.000000","40.090609","DDS demands","Known Flow","316232.793205","691822.946461","","0.000000","-5.709999","","","","","","","","","-5.105984","-5.709999","","","C1 PROFILE","","","","","","","",""
"60201355600561","Nodes","55600561","21.000000","39.106771","Default Known Flow Node","Known Flow","316215.102201","691875.090475","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001251","Nodes","1251","21.000000","32.620336","DDS demands","Known Flow","316255.102212","691933.840491","","0.000000","","","","","","-18.770000","","","","-16.784470","-18.770000","","","","","","","","D1 PROFILE","","",""
"60201355600572","Nodes","55600572","21.000000","32.655859","Default Known Flow Node","Known Flow","316259.852213","691935.340491","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001250","Nodes","1250","21.000000","32.818488","DDS demands","Known Flow","316328.727232","691957.340497","","0.000000","","","","","","-12.210000","","","","-10.918401","-12.210000","","","","","","","","D1 PROFILE","","",""
"60201300000346","Nodes","346","21.000000","41.150013","DDS demands","Known Flow","316378.352245","691792.590453","","0.000000","","","","","","-7.239999","","","","-6.474137","-7.239999","","","","","","","","D1 PROFILE","","",""
"60201300000099","Nodes","99","21.000000","41.641874","Default Known Flow Node","Known Flow","316432.977260","691802.215455","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000097","Nodes","97","21.000000","41.570285","DDS demands","Known Flow","316422.977257","691847.715468","","0.000000","","","","","","-2.949999","","","","-2.637942","-2.949999","","","","","","","","D1 PROFILE","","",""
"60201300000342","Nodes","342","21.000000","41.720561","Default Known Flow Node","Known Flow","316440.977262","691803.590456","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000345","Nodes","345","21.000000","41.756885","DDS demands","Known Flow","316442.288372","691797.950601","","0.000000","-13.839999","","","","","-4.659999","","","","-16.543030","-18.499999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201300001543","Nodes","1543","21.000000","40.969511","Default Known Flow Node","Known Flow","316467.727269","691675.965421","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001544","Nodes","1544","21.000000","40.416828","DDS demands","Known Flow","316443.477263","691678.715422","","0.000000","-157.169990","","","","","","","","","-140.544226","-157.169990","","","C1 PROFILE","","","","","","","",""
"60201355600565","Nodes","55600565","21.000000","31.810955","Default Known Flow Node","Known Flow","316230.602205","691902.215482","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600568","Nodes","55600568","21.000000","31.810955","Default Known Flow Node","Known Flow","316236.477206","691913.840486","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600560","Nodes","55600560","21.000000","39.106771","Default Known Flow Node","Known Flow","316208.102199","691872.840474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600068","Nodes","55600068","21.000000","39.194030","Default Known Flow Node","Known Flow","316213.977200","691878.715476","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001523","Nodes","1523","21.000000","33.219283","DDS demands","Known Flow","316060.105824","691945.061476","","0.000000","","","","","","-15.569999","","","","-13.922972","-15.569999","","","","","","","","D1 PROFILE","","",""
"60201355600533","Nodes","55600533","21.000000","40.629471","Default Known Flow Node","Known Flow","316454.977266","691567.090391","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600314","Nodes","55600314","21.000000","40.629471","Default Known Flow Node","Known Flow","316454.352266","691565.590391","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600556","Nodes","55600556","21.000000","41.546922","Default Known Flow Node","Known Flow","316483.968175","691862.217311","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600157","Nodes","55600157","21.000000","41.590282","Default Known Flow Node","Known Flow","316480.477273","691875.465475","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001510","Nodes","1510","21.000000","37.005400","DDS demands","Known Flow","316580.102300","691516.965378","","0.000000","-5.249999","","","","","-2.030000","","","","-6.509906","-7.280000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60201300001450","Nodes","1450","21.000000","26.031170","Default Known Flow Node","Known Flow","316797.477359","691503.090374","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001500","Nodes","1500","21.000000","41.937399","DDS demands","Known Flow","316486.977275","691950.215495","","0.000000","-15.999999","","","","","","","","","-14.307486","-15.999999","","","C1 PROFILE","","","","","","","",""
"60201300001501","Nodes","1501","21.000000","41.775609","DDS demands","Known Flow","316527.727286","691961.965499","","0.000000","","","","","","-6.040000","","","","-5.401076","-6.040000","","","","","","","","D1 PROFILE","","",""
"60201300001516","Nodes","1516","21.000000","43.446056","DDS demands","Known Flow","316513.602282","691863.715472","","0.000000","","","","","","-5.519999","","","","-4.936082","-5.519999","","","","","","","","D1 PROFILE","","",""
"60201300000344","Nodes","344","21.000000","42.966902","DDS demands","Known Flow","316522.727284","691823.715461","","0.000000","","","","","","-1.440000","","","","-1.287673","-1.440000","","","","","","","","D1 PROFILE","","",""
"60201300001517","Nodes","1517","21.000000","43.356702","Default Known Flow Node","Known Flow","316511.727281","691864.590472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001504","Nodes","1504","21.000000","43.713184","Default Known Flow Node","Known Flow","316524.102285","691870.965474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000339","Nodes","339","21.000000","45.896596","DDS demands","Known Flow","316791.764031","691833.805347","","0.000000","","","","","","-18.750000","","","","-16.766585","-18.750000","","","","","","","","D1 PROFILE","","",""
"60201355600553","Nodes","55600553","21.000000","46.019855","DDS demands","Known Flow","316793.532586","691834.203071","","0.000000","","","","","","-3.039999","","","","-2.718422","-3.039999","","","","","","","","D1 PROFILE","","",""
"60201300000360","Nodes","360","21.000000","27.111752","DDS demands","Known Flow","316859.671874","691509.892268","","0.000000","","","","","","-1.139999","","","","-1.019408","-1.139999","","","","","","","","D1 PROFILE","","",""
"60201355600107","Nodes","55600107","21.000000","43.712687","Default Known Flow Node","Known Flow","316519.102283","691869.715474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600558","Nodes","55600558","21.000000","43.712687","Default Known Flow Node","Known Flow","316522.852284","691870.590474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600188","Nodes","55600188","21.000000","42.425471","DDS demands","Known Flow","316545.852291","691832.090463","","0.000000","","","","-3.260000","","","","","","-2.915150","-3.260000","","","","","","C4 PROFILE","","","","",""
"60201355600551","Nodes","55600551","21.000000","42.531815","Default Known Flow Node","Known Flow","316519.602284","691826.715462","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600564","Nodes","55600564","21.000000","48.088083","Default Known Flow Node","Known Flow","316682.227328","691897.840481","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600555","Nodes","55600555","21.000000","48.045232","Default Known Flow Node","Known Flow","316695.977332","691859.590471","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600166","Nodes","55600166","21.000000","48.045232","Default Known Flow Node","Known Flow","316664.102323","691853.215469","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201355600592","Nodes","55600592","21.000000","48.387081","Default Known Flow Node","Known Flow","316808.477362","691981.090504","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300000352","Nodes","352","21.000000","40.445838","DDS demands","Known Flow","316543.602290","691729.590435","","0.000000","-6.000000","","","-8.770000","","-8.010000","","","","-20.370285","-22.780000","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","",""
"60201355600547","Nodes","55600547","21.000000","40.443204","Default Known Flow Node","Known Flow","316570.602297","691769.840446","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60201300001505","Nodes","1505","21.000000","39.088200","DDS demands","Known Flow","316559.352294","691661.840417","","0.000000","","","","","","-11.079999","","","","-9.907934","-11.079999","","","","","","","","D1 PROFILE","","",""
"60201355600542","Nodes","55600542","21.000000","39.024666","DDS demands","Known Flow","316560.602295","691655.965415","","0.000000","-9.739999","","","-2.529999","","-2.209999","","","","-12.948274","-14.479999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","",""
"60201300001347","Nodes","1347","21.000000","40.405067","DDS demands","Known Flow","316590.727303","691775.090448","","0.000000","","","","","","-17.589999","","","","-15.729293","-17.589999","","","","","","","","D1 PROFILE","","",""
